etiqueta,frame,nose,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,mid_shoulder,mid_hip
subject_06,50,"[312.9984130859375, 148.5047149658203, 1.051743745803833]","[333.91534423828125, 176.6644287109375, 0.32013341784477234]","[325.5485534667969, 174.86700439453125, 0.16516664624214172]","[324.35333251953125, 210.81558227539062, 1.0034700632095337]","[312.9984130859375, 218.00531005859375, 0.11520332098007202]","[294.4719543457031, 232.3847198486328, 0.7283374667167664]","[296.26483154296875, 232.3847198486328, 0.0458269938826561]","[329.7319641113281, 242.5701446533203, 0.1437852382659912]","[316.58416748046875, 243.7684326171875, 0.1412268579006195]","[331.52484130859375, 300.68701171875, 0.4291798174381256]","[302.8387451171875, 293.497314453125, 0.5997649431228638]","[378.7374267578125, 335.4372863769531, 0.21698524057865143]","[300.4482116699219, 348.61846923828125, 0.33359387516975403]","[329.73193359375, 175.76571655273438]","[323.1580810546875, 243.16928100585938]"
subject_06,51,"[312.9916076660156, 148.43653869628906, 1.0472973585128784]","[333.96856689453125, 176.62229919433594, 0.3196088671684265]","[325.5777893066406, 174.82321166992188, 0.16425170004367828]","[324.97845458984375, 210.20533752441406, 1.018053412437439]","[313.5909423828125, 218.00140380859375, 0.11333981901407242]","[294.4119873046875, 232.39413452148438, 0.7042604684829712]","[296.21002197265625, 232.39413452148438, 0.04006592184305191]","[329.7731628417969, 242.58897399902344, 0.1472419947385788]","[316.587646484375, 243.78839111328125, 0.14296504855155945]","[332.1705322265625, 301.35931396484375, 0.4540054500102997]","[303.4021301269531, 293.563232421875, 0.6003835201263428]","[378.919189453125, 335.5420227050781, 0.21533828973770142]","[300.4054260253906, 348.1356506347656, 0.3390067219734192]","[329.773193359375, 175.72274780273438]","[323.180419921875, 243.18869018554688]"
subject_06,52,"[305.02691650390625, 147.23605346679688, 1.2888073921203613]","[327.71136474609375, 172.434326171875, 0.2882024049758911]","[318.1600036621094, 172.434326171875, 0.19993790984153748]","[319.35394287109375, 209.6317901611328, 0.6950507164001465]","[310.3995666503906, 213.8314971923828, 0.15254996716976166]","[292.4908142089844, 235.42999267578125, 0.754054844379425]","[290.6999206542969, 239.02975463867188, 0.13646624982357025]","[321.7417907714844, 239.6297149658203, 0.10512659698724747]","[310.99652099609375, 239.6297149658203, 0.07889149338006973]","[316.9660949707031, 300.82550048828125, 0.33166465163230896]","[299.0573425292969, 293.6260070800781, 0.4019484221935272]","[368.9014892578125, 333.8232421875, 0.1785457879304886]","[299.6543273925781, 349.4221496582031, 0.26884138584136963]","[322.9356689453125, 172.434326171875]","[316.369140625, 239.6297149658203]"
subject_06,53,"[298.4707946777344, 145.92507934570312, 1.520434021949768]","[319.9462890625, 172.86903381347656, 0.2402106672525406]","[312.78778076171875, 172.27027893066406, 0.16551846265792847]","[313.38433837890625, 207.59681701660156, 0.593941867351532]","[305.03277587890625, 210.59059143066406, 0.08670638501644135]","[293.1019287109375, 236.93577575683594, 0.5988479852676392]","[291.31231689453125, 238.13328552246094, 0.1950138509273529]","[313.38433837890625, 238.13328552246094, 0.07771969586610794]","[304.43621826171875, 238.13328552246094, 0.06605717539787292]","[302.6465759277344, 299.20623779296875, 0.21853750944137573]","[296.6811828613281, 293.8175048828125, 0.28823867440223694]","[352.756103515625, 329.14398193359375, 0.17683155834674835]","[299.66387939453125, 348.90289306640625, 0.17998674511909485]","[316.3670349121094, 172.5696563720703]","[308.9102783203125, 238.13328552246094]"
subject_06,54,"[291.77313232421875, 145.3638458251953, 1.1007061004638672]","[313.3604431152344, 171.14662170410156, 0.21306279301643372]","[306.1646728515625, 171.14662170410156, 0.11335588991641998]","[308.5632629394531, 208.32179260253906, 0.4274960160255432]","[292.9724426269531, 213.7181854248047, 0.06090259179472923]","[291.77313232421875, 239.5009765625, 0.5726891756057739]","[289.3745422363281, 243.69815063476562, 0.11007042229175568]","[308.5632629394531, 238.30177307128906, 0.07526426017284393]","[300.7678527832031, 237.70216369628906, 0.05658425763249397]","[294.1717224121094, 295.26373291015625, 0.1381939947605133]","[293.57208251953125, 294.66412353515625, 0.12864334881305695]","[337.94598388671875, 332.4388732910156, 0.20933032035827637]","[299.5685729980469, 349.8272705078125, 0.2797470688819885]","[309.7625732421875, 171.14662170410156]","[304.6655578613281, 238.00196838378906]"
subject_06,55,"[285.5569763183594, 144.1001739501953, 0.63131183385849]","[306.494873046875, 169.8614044189453, 0.18698881566524506]","[299.9143981933594, 169.26229858398438, 0.10467525571584702]","[302.3072814941406, 208.80279541015625, 0.39660993218421936]","[297.521484375, 209.40191650390625, 0.04951612278819084]","[291.5392150878906, 241.75320434570312, 0.4800313413143158]","[288.548095703125, 242.951416015625, 0.05168260633945465]","[301.11083984375, 237.5595245361328, 0.07354212552309036]","[296.3250427246094, 235.1631317138672, 0.042595695704221725]","[280.1729431152344, 291.4783630371094, 0.18220019340515137]","[295.726806640625, 292.67657470703125, 0.10074248909950256]","[299.316162109375, 350.7891540527344, 0.25205591320991516]","[319.65582275390625, 333.415283203125, 0.17539405822753906]","[303.20465087890625, 169.56185913085938]","[298.71795654296875, 236.361328125]"
subject_06,56,"[278.223388671875, 143.87887573242188, 0.6890055537223816]","[300.8195495605469, 169.6263427734375, 0.1801908016204834]","[290.7107238769531, 169.6263427734375, 0.09268833696842194]","[298.4410095214844, 209.1457061767578, 0.37128251791000366]","[287.737548828125, 210.34327697753906, 0.08939196914434433]","[290.7107238769531, 239.6834259033203, 0.5449580550193787]","[275.8448181152344, 239.08462524414062, 0.2240101397037506]","[294.278564453125, 240.28219604492188, 0.06830665469169617]","[282.98046875, 240.28219604492188, 0.07454457879066467]","[269.3038024902344, 291.1783447265625, 0.13151682913303375]","[270.49310302734375, 290.5795593261719, 0.18205364048480988]","[300.8195495605469, 344.4696350097656, 0.10841836035251617]","[303.792724609375, 340.2781677246094, 0.060934316366910934]","[295.76513671875, 169.6263427734375]","[288.6295166015625, 240.28219604492188]"
subject_06,57,"[271.9212341308594, 143.85354614257812, 0.8867687582969666]","[294.5679931640625, 170.20816040039062, 0.17165744304656982]","[283.2445983886719, 170.80712890625, 0.10278411209583282]","[295.1639709472656, 206.74526977539062, 0.26917532086372375]","[278.47686767578125, 213.93289184570312, 0.07703804224729538]","[289.80023193359375, 240.886474609375, 0.51566481590271]","[268.34539794921875, 237.29266357421875, 0.19108597934246063]","[285.62847900390625, 240.886474609375, 0.050270698964595795]","[279.6687927246094, 242.08441162109375, 0.05070526897907257]","[293.3760681152344, 298.3874816894531, 0.10714834928512573]","[291.588134765625, 294.1947021484375, 0.12302939593791962]","[301.1236267089844, 349.2998352050781, 0.10442078858613968]","[285.62847900390625, 340.3153076171875, 0.06063105911016464]","[288.90631103515625, 170.5076446533203]","[282.64862060546875, 241.48544311523438]"
subject_06,58,"[257.3988342285156, 145.4745330810547, 1.3663965463638306]","[280.68646240234375, 170.6280059814453, 0.23471689224243164]","[270.5354309082031, 171.22691345214844, 0.12561389803886414]","[286.65765380859375, 205.96267700195312, 0.49695852398872375]","[269.9383239746094, 210.75381469726562, 0.09558041393756866]","[286.65765380859375, 243.69288635253906, 0.42313987016677856]","[249.63629150390625, 232.31393432617188, 0.18376284837722778]","[271.132568359375, 240.69842529296875, 0.08413650840520859]","[278.2979736328125, 244.89068603515625, 0.09918251633644104]","[246.0535888671875, 288.6098327636719, 0.2857341468334198]","[287.2547607421875, 296.39544677734375, 0.24840596318244934]","[242.47088623046875, 347.9001770019531, 0.22979657351970673]","[298.0028991699219, 348.49908447265625, 0.26286572217941284]","[275.6109619140625, 170.92745971679688]","[274.71527099609375, 242.7945556640625]"
subject_06,59,"[250.6383514404297, 146.12588500976562, 0.9000902771949768]","[273.9367980957031, 170.088134765625, 0.25828179717063904]","[263.1836853027344, 171.28623962402344, 0.13309063017368317]","[281.7029724121094, 206.6305694580078, 0.46808329224586487]","[256.0149230957031, 212.62112426757812, 0.1938716173171997]","[283.49517822265625, 243.17300415039062, 0.494549036026001]","[240.48260498046875, 234.18716430664062, 0.5404588580131531]","[266.7680358886719, 238.9796142578125, 0.09383467584848404]","[270.3524169921875, 242.57395935058594, 0.05269623175263405]","[241.0800018310547, 292.8946838378906, 0.30766618251800537]","[283.49517822265625, 297.08807373046875, 0.2629495859146118]","[225.5476837158203, 347.4088134765625, 0.3070853650569916]","[297.8326721191406, 348.60693359375, 0.2956010103225708]","[268.56024169921875, 170.68719482421875]","[268.56024169921875, 240.77679443359375]"
subject_06,60,"[250.80868530273438, 145.1636199951172, 1.4414608478546143]","[274.1432800292969, 170.92984008789062, 0.2706836760044098]","[263.37347412109375, 170.92984008789062, 0.14934894442558289]","[281.9214782714844, 207.4818878173828, 0.5676699876785278]","[256.193603515625, 212.27560424804688, 0.2100708931684494]","[283.7164611816406, 245.2323760986328, 0.5609256029129028]","[240.63720703125, 233.84730529785156, 0.5002849698066711]","[265.7667541503906, 241.6370849609375, 0.087260901927948]","[271.15167236328125, 246.43080139160156, 0.059368934482336044]","[240.63720703125, 293.1695251464844, 0.3062102496623993]","[284.9130859375, 297.3639831542969, 0.28222033381462097]","[225.67913818359375, 347.0987548828125, 0.31785017251968384]","[298.0762023925781, 347.6979675292969, 0.28312650322914124]","[268.75836181640625, 170.92984008789062]","[268.459228515625, 244.033935546875]"
subject_06,61,"[244.1311492919922, 146.91856384277344, 1.488863229751587]","[266.2805480957031, 171.4864501953125, 0.30937084555625916]","[257.89971923828125, 172.08566284179688, 0.18644294142723083]","[275.8586730957031, 206.24098205566406, 0.6866297721862793]","[250.11746215820312, 213.4315948486328, 0.24701917171478271]","[280.0491027832031, 243.99159240722656, 0.6444537043571472]","[232.75711059570312, 235.00335693359375, 0.6742437481880188]","[258.4983215332031, 241.59474182128906, 0.09626739472150803]","[263.8860168457031, 246.38848876953125, 0.06270866841077805]","[235.75027465820312, 293.7265625, 0.35300010442733765]","[278.2532043457031, 294.3258056640625, 0.2585051655769348]","[213.00222778320312, 345.8583679199219, 0.38794803619384766]","[297.4094543457031, 347.6560363769531, 0.3352421224117279]","[262.09014892578125, 171.7860565185547]","[261.1921691894531, 243.99160766601562]"
subject_06,62,"[236.88433837890625, 148.0029296875, 1.084609031677246]","[258.37823486328125, 171.99998474121094, 0.39582744240760803]","[249.42245483398438, 174.39968872070312, 0.1719384491443634]","[269.12518310546875, 206.7957305908203, 0.566848635673523]","[243.45193481445312, 213.99485778808594, 0.2649056017398834]","[275.095703125, 243.39126586914062, 0.7048074007034302]","[226.13739013671875, 235.59222412109375, 0.8311280012130737]","[253.0047607421875, 239.19178771972656, 0.10904956609010696]","[258.37823486328125, 243.39126586914062, 0.07232736051082611]","[227.92855834960938, 294.3850402832031, 0.36335498094558716]","[273.3045349121094, 297.3846740722656, 0.2956133484840393]","[206.43466186523438, 348.37841796875, 0.40601179003715515]","[296.589599609375, 347.1785583496094, 0.3118545711040497]","[253.9003448486328, 173.1998291015625]","[255.69149780273438, 241.29153442382812]"
subject_06,63,"[230.18089294433594, 149.33642578125, 1.4218286275863647]","[251.71453857421875, 174.51846313476562, 0.35642263293266296]","[242.14402770996094, 175.1180419921875, 0.16565917432308197]","[261.2850646972656, 209.8932342529297, 0.5374020338058472]","[237.3587646484375, 215.2893829345703, 0.20596054196357727]","[267.86480712890625, 245.86758422851562, 0.7000551223754883]","[221.80667114257812, 235.67483520507812, 0.6691116094589233]","[242.7421875, 245.26800537109375, 0.0740668773651123]","[251.71453857421875, 249.46502685546875, 0.08248463273048401]","[219.41404724121094, 295.0325012207031, 0.3428691029548645]","[266.6684875488281, 298.0303955078125, 0.29404914379119873]","[203.86195373535156, 349.5936279296875, 0.3989328444004059]","[294.7818908691406, 345.3965759277344, 0.4283088147640228]","[246.92929077148438, 174.81825256347656]","[247.22836303710938, 247.36651611328125]"
subject_07,1,"[635.11669921875, 251.67108154296875, 0.023173565044999123]","[635.11669921875, 262.4659423828125, 0.03932951018214226]","[635.11669921875, 260.66680908203125, 0.042491067200899124]","[633.3931274414062, 281.05706787109375, 0.01762140542268753]","[636.2656860351562, 260.66680908203125, 0.010418103076517582]","[635.6912231445312, 296.0499267578125, 0.028835149481892586]","[636.2656860351562, 291.8519287109375, 0.029932057484984398]","[637.4147338867188, 296.0499267578125, 0.01705506257712841]","[637.9892578125, 294.2507629394531, 0.020907923579216003]","[637.9892578125, 330.8333740234375, 0.01363102812319994]","[637.4147338867188, 321.2379150390625, 0.012444677762687206]","[636.8402099609375, 348.22503662109375, 0.007081171497702599]","[636.8402099609375, 352.42303466796875, 0.006656247191131115]","[635.11669921875, 261.5663757324219]","[637.7020263671875, 295.15032958984375]"
subject_07,2,"[635.1051635742188, 253.53952026367188, 0.019230572506785393]","[635.1051635742188, 262.5344543457031, 0.041167329996824265]","[635.1051635742188, 261.9347839355469, 0.05037085711956024]","[633.3775634765625, 281.12396240234375, 0.027248365804553032]","[636.2568969726562, 276.32666015625, 0.007928643375635147]","[635.6810302734375, 296.7151794433594, 0.03317178040742874]","[636.832763671875, 294.3165283203125, 0.0338621623814106]","[637.9844970703125, 298.51416015625, 0.022034617140889168]","[638.5603637695312, 296.7151794433594, 0.02155798114836216]","[637.9844970703125, 327.8975830078125, 0.01645660400390625]","[637.4086303710938, 323.1003112792969, 0.013031008653342724]","[636.832763671875, 354.2826843261719, 0.009059743024408817]","[636.2568969726562, 355.48199462890625, 0.008452038280665874]","[635.1051635742188, 262.234619140625]","[638.2724609375, 297.61468505859375]"
subject_07,3,"[634.948974609375, 251.48646545410156, 0.029594741761684418]","[634.948974609375, 262.2604064941406, 0.039608463644981384]","[634.948974609375, 261.6618347167969, 0.04789934679865837]","[634.354736328125, 279.0198669433594, 0.017867382615804672]","[635.543212890625, 270.04156494140625, 0.009194349870085716]","[635.543212890625, 294.5821838378906, 0.04941260814666748]","[636.731689453125, 294.5821838378906, 0.04268338158726692]","[637.3259887695312, 294.5821838378906, 0.023508330807089806]","[637.920166015625, 295.1807556152344, 0.02257261984050274]","[637.3259887695312, 328.69964599609375, 0.023088909685611725]","[637.920166015625, 328.69964599609375, 0.014040264301002026]","[636.731689453125, 355.0359191894531, 0.009281068108975887]","[635.543212890625, 355.63446044921875, 0.010183100588619709]","[634.948974609375, 261.96112060546875]","[637.623046875, 294.8814697265625]"
subject_07,4,"[639.21826171875, 203.2890625, 0.05104287713766098]","[638.0302124023438, 243.46730041503906, 0.027323579415678978]","[635.6539916992188, 262.6568908691406, 0.03810414671897888]","[639.21826171875, 197.2923126220703, 0.023969655856490135]","[639.21826171875, 197.2923126220703, 0.017901910468935966]","[636.248046875, 295.6390380859375, 0.03183572739362717]","[638.0302124023438, 292.6406555175781, 0.04260456562042236]","[638.0302124023438, 292.0409851074219, 0.01945769228041172]","[636.842041015625, 260.2582092285156, 0.016916627064347267]","[636.248046875, 261.4575500488281, 0.092701256275177]","[635.0599975585938, 262.6568908691406, 0.09355518966913223]","[637.4361572265625, 298.0377502441406, 0.027388231828808784]","[637.4361572265625, 296.23870849609375, 0.05495699122548103]","[636.8421020507812, 253.06210327148438]","[637.4361572265625, 276.14959716796875]"
